#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-10-26T21:16:10 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ58111cd1150b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/445/423&tab:{J/A+A/445/423/table2}&tab:{J/A+A/445/423/cep}&key:source=J/A+A/445/423&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=J/A+A/445/423/table2,J/A+A/445/423/cep
#-order=I
#-out=Cl
#-out=RAJ2000
#-out=DEJ2000
#-out=RPer
#-out=RSig
#-out=IPer
#-out=ISig
#-out=Ramp
#-out=Iamp
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34450423
#Name: J/A+A/445/423
#Title: WeCAPP Survey. M31 variables (Fliri+, 2006)
#Table	J_A_A_445_423_table2:
#Name: J/A+A/445/423/table2
#Title: Variables in Group 1-3
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Cl	(A3)	Classification (3)	[ucd=meta.code;src.var]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RPer	(F9.4)	? Period derived from R band data	[ucd=time.period]
#Column	RSig	(F6.2)	? -log10 of significance of RP (1)	[ucd=stat.fit.goodness]
#Column	IPer	(F9.4)	? Period derived from I band data	[ucd=time.period]
#Column	ISig	(F6.2)	? -log10 of significance of IP (1)	[ucd=stat.fit.goodness]
#Column	Ramp	(F6.2)	Amplitude in broad-band R filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.R]
#Column	Iamp	(F6.2)	Amplitude in broad-band I filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.I]
_RAJ2000;_DEJ2000;Cl;RAJ2000;DEJ2000;RPer;RSig;IPer;ISig;Ramp;Iamp
010.53558;+41.13653;S  ;00 42 08.54;+41 08 11.50; 235.4500; 22.79; 237.2600; 29.57;  0.91;  2.42
010.69175;+41.13778;S  ;00 42 46.02;+41 08 16.00; 131.9100; 45.64; 137.1900;  9.74;  0.74;  4.42
010.57058;+41.13747;RV ;00 42 16.94;+41 08 14.90;  23.2400; 15.66;  23.3100;  3.92;  0.54;  0.92
010.63600;+41.13631;S  ;00 42 32.64;+41 08 10.70; 252.2700; 24.67; 252.2700; 11.01;  0.76;  3.38
010.57150;+41.13686;S  ;00 42 17.16;+41 08 12.70; 259.1900; 33.56; 259.2000; 34.73;  0.82;  2.85
010.78279;+41.13872;S  ;00 43 07.87;+41 08 19.40; 363.1500; 27.90; 367.4800; 60.55;  0.60;  2.81
010.57392;+41.13800;I  ;00 42 17.74;+41 08 16.80; 120.4800;  4.79; 118.6300;  6.77;  0.47;  0.97
010.78937;+41.13947;S  ;00 43 09.45;+41 08 22.10; 270.7700; 15.18; 273.1700; 39.32;  0.54;  1.68
010.63517;+41.13869;I  ;00 42 32.44;+41 08 19.30;         ;      ;         ;      ;  0.39;  1.03
010.71637;+41.13792;S  ;00 42 51.93;+41 08 16.50; 191.7300; 49.91; 194.1400; 43.74;  1.00;  2.09
010.56400;+41.13700;S  ;00 42 15.36;+41 08 13.20; 277.8700; 23.35; 277.8800; 32.77;  0.71;  2.75
010.63908;+41.13775;S  ;00 42 33.38;+41 08 15.90; 240.9700; 27.04; 240.9700; 34.10;  0.57;  2.40
010.59021;+41.13714;S  ;00 42 21.65;+41 08 13.70; 146.1800; 24.28; 147.5800; 24.01;  0.89;  1.65
010.63729;+41.13814;S  ;00 42 32.95;+41 08 17.30; 135.2800; 20.73; 135.2800; 11.39;  0.72;  1.54
010.61200;+41.13803;I  ;00 42 26.88;+41 08 16.90; 182.5100;  6.00; 180.3800;  6.16;  0.45;  1.24
010.51550;+41.13736;S  ;00 42 03.72;+41 08 14.50; 353.3700; 16.10; 348.8000; 28.46;  0.53;  2.62
010.50800;+41.13694;S  ;00 42 01.92;+41 08 13.00; 290.0300; 18.79; 285.9300; 28.44;  0.54;  2.25
010.52600;+41.13786;I  ;00 42 06.24;+41 08 16.30; 182.5100;  8.79; 181.4400; 13.06;  0.47;  1.51
010.80529;+41.13969;S  ;00 43 13.27;+41 08 22.90; 217.3800;  3.71; 214.3700; 21.47;  0.52;  1.65
010.69621;+41.13914;S  ;00 42 47.09;+41 08 20.90; 308.6800; 13.59; 305.6300; 51.60;  0.51;  3.02
010.59992;+41.13769;S  ;00 42 23.98;+41 08 15.70; 235.4500; 33.46; 235.4500; 35.87;  1.00;  3.04
010.56742;+41.13583;I  ;00 42 16.18;+41 08 09.00; 131.0100;  6.39; 131.0100;  6.39;  1.70;  4.83
010.64067;+41.13708;S  ;00 42 33.76;+41 08 13.50; 230.1800; 29.46; 231.9100; 31.35;  0.67;  2.29
010.84538;+41.13858;S  ;00 43 22.89;+41 08 18.90; 204.4200; 59.73; 203.0800; 44.02;  0.96;  2.16
010.62937;+41.13756;S  ;00 42 31.05;+41 08 15.20; 230.1800; 21.19; 231.9100; 24.39;  1.25;  2.87
010.58504;+41.13725;S  ;00 42 20.41;+41 08 14.10; 350.4900; 30.44; 358.6500; 35.16;  1.14;  4.29
010.58892;+41.13767;S  ;00 42 21.34;+41 08 15.60; 296.5700; 13.62; 299.4600; 31.54;  0.55;  2.23
010.75383;+41.13892;S  ;00 43 00.92;+41 08 20.10; 350.7700; 16.34; 354.8100; 47.42;  0.59;  2.75
010.52892;+41.13758;S  ;00 42 06.94;+41 08 15.30; 200.2800; 22.62; 200.2900; 23.68;  0.62;  1.62
010.64546;+41.13864;S  ;00 42 34.91;+41 08 19.10; 285.3600; 13.74; 284.6700; 31.90;  0.52;  2.54
010.57938;+41.13825;S  ;00 42 19.05;+41 08 17.70; 362.8700; 18.65; 350.5000; 35.31;  0.52;  2.52
010.76150;+41.13861;S  ;00 43 02.76;+41 08 19.00; 532.2000; 45.87; 523.2000; 36.38;  0.76;  2.15
010.64908;+41.13906;I  ;00 42 35.78;+41 08 20.60; 144.6900;  4.38; 148.2900;  3.73;  0.45;  0.86
010.62158;+41.13625;I  ;00 42 29.18;+41 08 10.50; 100.0800; 14.37; 100.0800; 14.37;  0.56;  1.26
010.69571;+41.13847;S  ;00 42 46.97;+41 08 18.50; 308.6800; 40.12; 302.6300; 56.45;  0.69;  3.34
010.58304;+41.13775;S  ;00 42 19.93;+41 08 15.90; 166.7200; 23.44; 162.3400; 22.60;  0.56;  1.41
010.64304;+41.13844;S  ;00 42 34.33;+41 08 18.40; 226.7900; 23.82; 226.8000; 33.42;  0.74;  2.35
010.62267;+41.13839;S  ;00 42 29.44;+41 08 18.20; 314.7300; 15.25; 314.7400; 31.01;  0.46;  2.64
010.67562;+41.18483;I  ;00 42 42.15;+41 11 05.40;         ;      ;         ;      ;  0.47;  1.69
010.60767;+41.13831;S  ;00 42 25.84;+41 08 17.90; 242.8600; 19.29; 244.8000; 29.52;  0.52;  1.80
010.83346;+41.13978;DC ;00 43 20.03;+41 08 23.20;   5.1700; 15.95;   5.1700;  0.72;  0.56;  1.07
010.69975;+41.13844;S  ;00 42 47.94;+41 08 18.40; 226.0900; 46.64; 226.9800; 51.88;  0.67;  2.35
010.79292;+41.13994;I  ;00 43 10.30;+41 08 23.80; 179.4700;  1.93; 179.4700; 15.78;  0.59;  1.20
010.61146;+41.13900;I  ;00 42 26.75;+41 08 20.40;         ;      ;         ;      ;  0.30;  1.06
010.76187;+41.13756;S  ;00 43 02.85;+41 08 15.20; 167.5100; 31.14; 166.6100; 30.48;  1.32;  2.25
010.68662;+41.13778;S  ;00 42 44.79;+41 08 16.00; 222.0700; 32.70; 222.0800; 42.12;  0.73;  2.81
010.81121;+41.13881;S  ;00 43 14.69;+41 08 19.70; 209.9900; 61.52; 208.5700; 50.00;  0.73;  1.89
010.59117;+41.13714;S  ;00 42 21.88;+41 08 13.70;  47.6000;  8.78;  47.6000;  8.78;  0.72;  1.18
010.60421;+41.13872;S  ;00 42 25.01;+41 08 19.40; 460.3500; 13.99; 447.0200; 34.10;  0.52;  3.27
010.62671;+41.13919;S  ;00 42 30.41;+41 08 21.10; 302.3900;  7.94; 296.3600; 21.49;  0.44;  1.94
010.58775;+41.13828;S  ;00 42 21.06;+41 08 17.80; 296.5700; 21.83; 299.4600; 31.92;  0.66;  3.36
010.59821;+41.13781;S  ;00 42 23.57;+41 08 16.10;  42.7400; 27.75;  42.8400; 11.37;  0.55;  1.07
010.62237;+41.13892;S  ;00 42 29.37;+41 08 20.10; 212.7100;  7.45; 208.4100; 22.25;  0.45;  1.39
010.53287;+41.13842;S  ;00 42 07.89;+41 08 18.30; 367.1900;  5.91; 367.1900; 24.36;  0.48;  2.38
010.81383;+41.14031;S  ;00 43 15.32;+41 08 25.10; 367.4700; 32.10; 371.9100; 51.31;  0.67;  1.57
010.76496;+41.14008;I  ;00 43 03.59;+41 08 24.30;  73.1500;  3.74;  73.1500;  1.50;  0.59;  1.53
010.62562;+41.13692;S  ;00 42 30.15;+41 08 12.90; 275.0000; 20.25; 277.5000; 26.34;  0.69;  2.30
010.63217;+41.13744;S  ;00 42 31.72;+41 08 14.80; 175.2500; 25.80; 175.2500; 24.64;  0.75;  2.17
010.61296;+41.13772;S  ;00 42 27.11;+41 08 15.80; 235.4500; 35.48; 239.1000; 37.03;  0.91;  2.56
010.55883;+41.13872;S  ;00 42 14.12;+41 08 19.40;  21.8000; 12.38;  21.7500;  2.74;  0.47;  0.94
010.71846;+41.13894;S  ;00 42 52.43;+41 08 20.20; 243.0500; 36.88; 235.6400; 47.28;  0.81;  2.30
010.61037;+41.13794;S  ;00 42 26.49;+41 08 16.60; 164.9400; 25.89; 164.9400; 22.91;  0.88;  1.77
010.57950;+41.13767;S  ;00 42 19.08;+41 08 15.60; 205.6200; 24.42; 202.9200; 21.89;  0.53;  1.53
010.83696;+41.13986;S  ;00 43 20.87;+41 08 23.50; 314.9800; 13.73; 318.2300; 32.28;  0.58;  1.75
010.72829;+41.13936;S  ;00 42 54.79;+41 08 21.70; 385.8600; 24.60; 385.8600; 39.76;  0.55;  2.58
010.70867;+41.13922;S  ;00 42 50.08;+41 08 21.20; 218.9200; 43.41; 220.4900; 47.25;  0.76;  3.32
010.56875;+41.13844;I  ;00 42 16.50;+41 08 18.40; 190.3900;  9.00; 192.7800; 14.93;  0.46;  1.36
010.62008;+41.13908;S  ;00 42 28.82;+41 08 20.70; 308.4400; 12.36; 314.7400; 28.16;  0.58;  2.12
010.65733;+41.13897;I  ;00 42 37.76;+41 08 20.30; 148.2900; 15.90; 149.7300; 13.60;  0.52;  1.42
010.68975;+41.13981;S  ;00 42 45.54;+41 08 23.30; 321.5400; 21.90; 318.2300; 44.74;  0.52;  2.72
010.55829;+41.13675;I  ;00 42 13.99;+41 08 12.30; 146.1800; 16.71; 146.1800;  6.18;  0.61;  1.56
010.84075;+41.13869;S  ;00 43 21.78;+41 08 19.30; 201.7500; 55.61; 204.4300; 50.71;  0.84;  1.86
010.85358;+41.13900;S  ;00 43 24.86;+41 08 20.40; 246.9400; 40.81; 246.9500; 49.22;  0.74;  2.58
010.66912;+41.13919;S  ;00 42 40.59;+41 08 21.10; 350.4900;  7.69; 346.5600; 26.66;  0.51;  2.31
010.70137;+41.13942;S  ;00 42 48.33;+41 08 21.90; 239.2900; 29.84; 244.9900; 48.87;  0.66;  2.30
010.56750;+41.13861;S  ;00 42 16.20;+41 08 19.00; 321.2900; 18.24; 317.9800; 29.73;  0.53;  2.16
010.53454;+41.13839;I  ;00 42 08.29;+41 08 18.20;         ;      ;         ;      ;  0.38;  1.39
010.65717;+41.13950;S  ;00 42 37.72;+41 08 22.20; 467.3300;  7.84; 460.3600; 32.92;  0.45;  2.56
010.51783;+41.13858;S  ;00 42 04.28;+41 08 18.90; 316.9400;  7.59; 324.6800; 23.12;  0.43;  2.25
010.50842;+41.13856;I  ;00 42 02.02;+41 08 18.80; 196.1200;  6.61; 193.0500; 10.85;  0.47;  1.22
010.57163;+41.13925;S  ;00 42 17.19;+41 08 21.30; 321.2900;  7.43; 328.1300; 24.17;  0.52;  1.97
010.58821;+41.13869;S  ;00 42 21.17;+41 08 19.30; 317.9700; 20.34; 321.2900; 34.35;  0.52;  3.56
010.67417;+41.13867;S  ;00 42 41.80;+41 08 19.20; 120.0100; 32.00; 120.0200; 24.09;  0.97;  1.46
010.60967;+41.13833;S  ;00 42 26.32;+41 08 18.00; 204.2600; 21.33; 205.6300; 19.85;  0.55;  1.73
010.60208;+41.13892;S  ;00 42 24.50;+41 08 20.10; 268.2000; 29.15; 272.9600; 33.83;  0.65;  2.13
010.68300;+41.13972;S  ;00 42 43.92;+41 08 23.00; 474.5200;  3.67; 474.5200; 26.54;  0.42;  2.29
010.63850;+41.13950;I  ;00 42 33.24;+41 08 22.20;         ;      ;         ;      ;  0.43;  1.28
010.54137;+41.13925;I  ;00 42 09.93;+41 08 21.30;  94.3200;  7.59;  94.6100; 10.69;  0.51;  1.12
010.78650;+41.13900;S  ;00 43 08.76;+41 08 20.40; 266.1000; 30.29; 261.6000; 50.28;  0.69;  2.11
010.74037;+41.13950;S  ;00 42 57.69;+41 08 22.20; 155.1100; 57.65; 157.4900; 41.57;  0.74;  2.38
010.58521;+41.13856;S  ;00 42 20.45;+41 08 18.80; 324.6800;  5.16; 324.6800; 22.35;  0.39;  1.99
010.75329;+41.13981;S  ;00 43 00.79;+41 08 23.30; 422.8500; 11.01; 440.9800; 34.70;  0.69;  3.53
010.74983;+41.14019;I  ;00 42 59.96;+41 08 24.70; 170.5400; 12.54; 175.3900;  8.52;  0.56;  1.64
010.72550;+41.13972;S  ;00 42 54.12;+41 08 23.00; 381.0800; 29.41; 371.9100; 54.60;  0.55;  3.00
010.53971;+41.13869;I  ;00 42 09.53;+41 08 19.30; 335.4300;  6.85; 338.7200; 17.21;  0.50;  2.48
010.51450;+41.13856;S  ;00 42 03.48;+41 08 18.80; 260.5400;  7.93; 269.2500; 25.57;  0.51;  1.83
010.56500;+41.13953;I  ;00 42 15.60;+41 08 22.30; 135.2800; 11.54; 135.2800; 15.76;  0.47;  1.04
010.81475;+41.13925;S  ;00 43 15.54;+41 08 21.30; 131.3500; 66.93; 131.9200; 37.67;  1.15;  1.71
010.77850;+41.13908;S  ;00 43 06.84;+41 08 20.70; 275.6100; 52.75; 270.7800; 57.92;  1.55;  3.23
010.76083;+41.13933;S  ;00 43 02.60;+41 08 21.60; 318.2300; 43.11; 318.2300; 50.32;  0.84;  3.94
010.69875;+41.13906;S  ;00 42 47.70;+41 08 20.60; 324.9200; 31.97; 321.5500; 51.52;  0.69;  3.26
010.66942;+41.13844;S  ;00 42 40.66;+41 08 18.40; 204.2600; 31.64; 202.9200; 30.86;  0.78;  1.83
010.63404;+41.13939;S  ;00 42 32.17;+41 08 21.80; 293.5100; 18.60; 293.7500; 33.16;  0.59;  2.42
010.69825;+41.14008;I  ;00 42 47.58;+41 08 24.30; 156.6900;  7.39; 155.1200; 12.16;  0.61;  2.04
010.79767;+41.13894;S  ;00 43 11.44;+41 08 20.20; 173.4200; 35.89; 173.4200; 39.03;  0.85;  3.31
010.54250;+41.13783;S  ;00 42 10.20;+41 08 16.20; 252.8200; 26.79; 254.9100; 30.38;  0.82;  2.63
010.62425;+41.13911;I  ;00 42 29.82;+41 08 20.80; 145.4900; 15.82; 141.4900; 15.11;  0.47;  1.36
010.51800;+41.13917;S  ;00 42 04.32;+41 08 21.00; 379.5500; 15.51; 362.8700; 31.98;  0.46;  2.29
010.74625;+41.14081;S  ;00 42 59.10;+41 08 26.90; 346.3100; 17.57; 367.2000; 43.91;  0.50;  2.27
010.53279;+41.13961;I  ;00 42 07.87;+41 08 22.60; 208.4000;  9.85; 205.6300; 16.57;  0.47;  1.45
010.80758;+41.14017;S  ;00 43 13.82;+41 08 24.60; 302.6300; 60.86; 302.6300; 32.06;  0.73;  1.77
010.78629;+41.14047;S  ;00 43 08.71;+41 08 25.70; 308.6800; 29.51; 305.6300; 50.83;  0.65;  2.35
010.65183;+41.13978;S  ;00 42 36.44;+41 08 23.20; 285.3600; 25.49; 290.9800; 33.36;  0.56;  2.38
010.63054;+41.13964;S  ;00 42 31.33;+41 08 22.70; 314.7300; 20.22; 314.7400; 24.40;  0.61;  2.91
010.57587;+41.13933;S  ;00 42 18.21;+41 08 21.60; 350.5000;  5.42; 350.5000; 26.78;  0.42;  1.97
010.57304;+41.13961;S  ;00 42 17.53;+41 08 22.60; 208.4000; 10.23; 212.7200; 20.31;  0.46;  1.28
010.65571;+41.13900;S  ;00 42 37.37;+41 08 20.40; 188.0700; 31.41; 187.4700; 29.25;  0.81;  1.74
010.73121;+41.13961;S  ;00 42 55.49;+41 08 22.60; 244.9800; 40.14; 244.9900; 55.95;  1.00;  3.10
010.69079;+41.13933;S  ;00 42 45.79;+41 08 21.60; 261.5900; 51.09; 263.8300; 56.14;  0.73;  3.28
010.74125;+41.14006;S  ;00 42 57.90;+41 08 24.20; 125.9900; 45.62; 128.6200; 16.42;  0.76;  2.26
010.67867;+41.13972;S  ;00 42 42.88;+41 08 23.00; 246.7500; 25.31; 246.7500; 32.58;  0.97;  2.70
010.59725;+41.13922;S  ;00 42 23.34;+41 08 21.20; 270.5600; 30.97; 272.9600; 36.20;  0.77;  3.12
010.83150;+41.14081;S  ;00 43 19.56;+41 08 26.90; 358.9300; 13.54; 346.8400; 35.82;  0.62;  2.38
010.68617;+41.14008;S  ;00 42 44.68;+41 08 24.30; 259.1800; 30.58; 257.2400; 32.36;  0.64;  2.48
010.56833;+41.13944;I  ;00 42 16.40;+41 08 22.00; 186.9300; 12.14; 185.8100; 14.01;  0.51;  1.20
010.56679;+41.13936;I  ;00 42 16.03;+41 08 21.70;         ;      ;         ;      ;  0.34;  1.63
010.75204;+41.14081;S  ;00 43 00.49;+41 08 26.90; 328.3800;  6.31; 335.5300; 29.93;  0.62;  2.07
010.69979;+41.14056;S  ;00 42 47.95;+41 08 26.00; 250.9600; 24.57; 261.6000; 52.11;  0.67;  2.41
010.60308;+41.14003;I  ;00 42 24.74;+41 08 24.10; 221.9000;  7.78; 212.7200; 14.01;  0.52;  1.31
010.54333;+41.13961;I  ;00 42 10.40;+41 08 22.60;         ;      ;         ;      ;  0.45;  2.10
010.52079;+41.13944;S  ;00 42 04.99;+41 08 22.00; 388.8600;  2.85; 388.8600; 24.33;  0.45;  2.23
010.61283;+41.13969;S  ;00 42 27.08;+41 08 22.90; 250.7600; 28.25; 250.7700; 31.57;  0.71;  2.63
010.84533;+41.14086;S  ;00 43 22.88;+41 08 27.10; 217.3800; 33.73; 217.3900; 37.02;  0.80;  2.06
010.82429;+41.13939;S  ;00 43 17.83;+41 08 21.80; 204.4200; 52.83; 203.0800; 52.09;  1.13;  2.27
010.75833;+41.13917;S  ;00 43 02.00;+41 08 21.00; 233.8500; 46.78; 235.6400; 51.04;  0.78;  2.88
010.72000;+41.14003;S  ;00 42 52.80;+41 08 24.10; 195.3700; 42.04; 192.9300; 35.79;  0.65;  2.45
010.52596;+41.13892;S  ;00 42 06.23;+41 08 20.10; 209.1400; 23.30; 208.4100; 27.80;  0.62;  1.72
010.52725;+41.13925;S  ;00 42 06.54;+41 08 21.30; 130.2700; 24.86; 130.1400; 17.75;  0.50;  1.58
010.60133;+41.14014;S  ;00 42 24.32;+41 08 24.50; 182.5100;  8.79; 182.5100; 23.21;  0.43;  1.36
010.60746;+41.14028;I  ;00 42 25.79;+41 08 25.00;  51.8400; 10.15;  51.8400; 10.15;  0.39;  1.02
010.59971;+41.13883;S  ;00 42 23.93;+41 08 19.80; 211.2600; 36.65; 209.8200; 32.51;  0.89;  2.40
010.76271;+41.14017;I  ;00 43 03.05;+41 08 24.60;  63.6500; 17.34;  63.6500;  5.68;  0.58;  1.79
010.75587;+41.14000;S  ;00 43 01.41;+41 08 24.00; 288.4800; 31.54; 291.2100; 57.19;  0.60;  2.60
010.53154;+41.13947;S  ;00 42 07.57;+41 08 22.10; 272.9500; 21.75; 268.2100; 31.18;  0.47;  1.93
010.80929;+41.14131;S  ;00 43 14.23;+41 08 28.70; 299.6900; 24.48; 305.6300; 46.46;  0.61;  2.12
010.71863;+41.14086;S  ;00 42 52.47;+41 08 27.10; 283.1900; 24.78; 283.2000; 41.96;  0.58;  2.14
010.73571;+41.14131;S  ;00 42 56.57;+41 08 28.70; 244.9800;  5.52; 244.9900; 25.91;  0.60;  2.12
010.56279;+41.13950;S  ;00 42 15.07;+41 08 22.20; 218.7500; 28.33; 217.2100; 31.03;  0.72;  2.07
010.75721;+41.14081;S  ;00 43 01.73;+41 08 26.90; 305.6200; 26.62; 305.6300; 54.11;  0.51;  2.79
010.67312;+41.14044;I  ;00 42 41.55;+41 08 25.60; 141.4800;  8.68; 143.4600; 14.02;  0.59;  0.98
010.54012;+41.13969;S  ;00 42 09.63;+41 08 22.90; 203.5000; 30.88; 200.8200; 22.90;  0.66;  1.55
010.66700;+41.14108;S  ;00 42 40.08;+41 08 27.90; 434.4200;  8.69; 440.6300; 28.96;  0.41;  1.86
010.82579;+41.13864;DC ;00 43 18.19;+41 08 19.10;  15.7600; 66.00;  15.7700; 51.81;  1.80;  2.25
010.74479;+41.13992;S  ;00 42 58.75;+41 08 23.70; 139.6700; 47.70; 136.5900; 24.19;  0.74;  2.33
010.61342;+41.14028;S  ;00 42 27.22;+41 08 25.00; 285.5900; 22.84; 285.5900; 34.44;  0.57;  2.48
010.61958;+41.14064;S  ;00 42 28.70;+41 08 26.30; 324.4200;  3.62; 324.4200; 25.76;  0.45;  2.04
010.55479;+41.14025;S  ;00 42 13.15;+41 08 24.90; 280.4000; 12.38; 270.5600; 31.38;  0.55;  2.31
010.71579;+41.14153;S  ;00 42 51.79;+41 08 29.50; 275.6100;  6.25; 275.6100; 38.77;  0.55;  1.56
010.69579;+41.14136;S  ;00 42 46.99;+41 08 28.90; 350.7700;  8.14; 367.4800; 48.23;  0.60;  2.60
010.57542;+41.13994;I  ;00 42 18.10;+41 08 23.80; 174.2600;  9.90; 177.2700; 12.86;  0.43;  1.21
010.70346;+41.14053;S  ;00 42 48.83;+41 08 25.90;  38.3000; 25.52;  38.3000;  6.21;  0.63;  2.12
010.64383;+41.14056;S  ;00 42 34.52;+41 08 26.00; 259.1900; 28.09; 261.3900; 35.08;  0.67;  2.11
010.57792;+41.14019;S  ;00 42 18.70;+41 08 24.70; 230.1800; 19.78; 231.9100; 24.44;  0.48;  1.59
010.74204;+41.14142;S  ;00 42 58.09;+41 08 29.10; 172.4500; 26.95; 170.5500; 23.82;  0.55;  1.66
010.69133;+41.14117;S  ;00 42 45.92;+41 08 28.20; 181.5800; 27.09; 181.5800; 32.90;  0.56;  2.08
010.61133;+41.14072;S  ;00 42 26.72;+41 08 26.60; 354.5200; 17.61; 350.5000; 27.89;  0.52;  3.38
010.74458;+41.13917;L  ;00 42 58.70;+41 08 21.00;         ;      ;         ;      ;  0.49;  3.96
010.76150;+41.14058;S  ;00 43 02.76;+41 08 26.10; 218.9200; 42.81; 223.6900; 41.39;  0.61;  1.99
010.70512;+41.14069;S  ;00 42 49.23;+41 08 26.50; 367.4800; 20.73; 367.4800; 39.21;  0.68;  3.19
010.68708;+41.14056;S  ;00 42 44.90;+41 08 26.00; 255.1100; 45.02; 261.6000; 54.47;  0.80;  4.07
010.72512;+41.14144;I  ;00 42 54.03;+41 08 29.20;         ;      ;         ;      ;  0.60;  2.29
010.76950;+41.14139;I  ;00 43 04.68;+41 08 29.00; 192.9200; 14.75; 195.3700; 13.74;  0.62;  2.29
010.60871;+41.13950;S  ;00 42 26.09;+41 08 22.20; 191.5700; 19.78; 187.2700; 22.09;  1.07;  2.54
010.53700;+41.13989;S  ;00 42 08.88;+41 08 23.60; 290.9800; 28.12; 282.9700; 31.58;  0.81;  2.88
010.54271;+41.14025;I  ;00 42 10.25;+41 08 24.90; 115.5200;  9.82; 115.0900; 12.26;  0.41;  1.43
010.84417;+41.14225;S  ;00 43 22.60;+41 08 32.10; 217.3800; 25.36; 214.3700; 18.70;  0.66;  1.73
010.74283;+41.14078;S  ;00 42 58.28;+41 08 26.80; 220.4800; 52.18; 222.0800; 53.96;  0.88;  2.67
010.73729;+41.14083;S  ;00 42 56.95;+41 08 27.00; 222.0700; 49.99; 222.0800; 51.27;  0.72;  3.04
010.72150;+41.14136;S  ;00 42 53.16;+41 08 28.90; 375.2200; 41.63; 371.9100; 45.11;  0.79;  3.21
010.70921;+41.14136;S  ;00 42 50.21;+41 08 28.90; 328.3800; 28.36; 328.3900; 58.82;  0.59;  2.39
010.59296;+41.14097;S  ;00 42 22.31;+41 08 27.50; 411.2600;  7.08; 411.2600; 24.90;  0.41;  2.42
010.72654;+41.14047;S  ;00 42 54.37;+41 08 25.70; 156.6900; 54.33; 157.4900; 35.18;  1.09;  2.58
010.66512;+41.14086;S  ;00 42 39.63;+41 08 27.10; 790.8600; 34.22; 830.9300; 26.99;  0.74;  1.48
010.57683;+41.14042;S  ;00 42 18.44;+41 08 25.50; 290.9800; 22.19; 288.2600; 30.55;  0.54;  2.73
010.79937;+41.14189;I  ;00 43 11.85;+41 08 30.80;         ;      ;         ;      ;  0.47;  1.78
010.57333;+41.14067;I  ;00 42 17.60;+41 08 26.40;  95.4900; 15.29;  95.4900;  0.78;  0.45;  0.86
010.59300;+41.14044;I  ;00 42 22.32;+41 08 25.60; 162.3300;  7.45; 171.3600; 11.32;  0.45;  1.11
010.51858;+41.14072;S  ;00 42 04.46;+41 08 26.60; 439.1900; 10.05; 434.4300; 29.00;  0.48;  2.77
010.68254;+41.14094;S  ;00 42 43.81;+41 08 27.40; 208.4000; 32.24; 212.8900; 34.39;  0.85;  2.33
010.58792;+41.13933;S  ;00 42 21.10;+41 08 21.60; 225.1400; 30.38; 226.6600; 28.28;  0.99;  2.72
010.85262;+41.14200;S  ;00 43 24.63;+41 08 31.20; 223.6800; 38.62; 225.3200; 52.17;  0.75;  2.03
010.71217;+41.14131;S  ;00 42 50.92;+41 08 28.70; 225.3100; 25.11; 222.0800; 32.40;  0.61;  2.96
010.64208;+41.14086;S  ;00 42 34.10;+41 08 27.10; 314.7300; 12.68; 314.7400; 23.94;  0.54;  2.29
010.60033;+41.14108;S  ;00 42 24.08;+41 08 27.90; 270.5600; 16.50; 277.8800; 30.95;  0.50;  2.29
010.73087;+41.14139;S  ;00 42 55.41;+41 08 29.00; 305.6200; 40.71; 308.6900; 55.91;  0.70;  2.71
010.81762;+41.14250;S  ;00 43 16.23;+41 08 33.00; 246.9400; 27.88; 246.9500; 39.58;  0.59;  1.62
010.50437;+41.14075;I  ;00 42 01.05;+41 08 26.70; 176.6900;  7.17; 173.4200;  7.43;  0.44;  1.44
010.53533;+41.14128;I  ;00 42 08.48;+41 08 28.60; 154.9900; 10.26; 151.8200; 15.60;  0.52;  1.57
010.75754;+41.14167;S  ;00 43 01.81;+41 08 30.00; 273.1700; 39.75; 273.1700; 49.46;  0.70;  2.87
